airport,carrier,carrier_name,month,airport_name
RSW,F9,Frontier Airlines Inc.,6,"Fort Myers, FL: Southwest Florida International"
SAN,F9,Frontier Airlines Inc.,6,"San Diego, CA: San Diego International"
SAT,F9,Frontier Airlines Inc.,6,"San Antonio, TX: San Antonio International"
SAV,F9,Frontier Airlines Inc.,6,"Savannah, GA: Savannah/Hilton Head International"
SEA,F9,Frontier Airlines Inc.,6,"Seattle, WA: Seattle/Tacoma International"
SFO,F9,Frontier Airlines Inc.,6,"San Francisco, CA: San Francisco International"
SJU,F9,Frontier Airlines Inc.,6,"San Juan, PR: Luis Munoz Marin International"
SLC,F9,Frontier Airlines Inc.,6,"Salt Lake City, UT: Salt Lake City International"
SMF,F9,Frontier Airlines Inc.,6,"Sacramento, CA: Sacramento International"
SNA,F9,Frontier Airlines Inc.,6,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,F9,Frontier Airlines Inc.,6,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,F9,Frontier Airlines Inc.,6,"St. Louis, MO: St Louis Lambert International"
STT,F9,Frontier Airlines Inc.,6,"Charlotte Amalie, VI: Cyril E King"
SWF,F9,Frontier Airlines Inc.,6,"Newburgh/Poughkeepsie, NY: New York Stewart International"
SYR,F9,Frontier Airlines Inc.,6,"Syracuse, NY: Syracuse Hancock International"
TPA,F9,Frontier Airlines Inc.,6,"Tampa, FL: Tampa International"
TTN,F9,Frontier Airlines Inc.,6,"Trenton, NJ: Trenton Mercer"
TYS,F9,Frontier Airlines Inc.,6,"Knoxville, TN: McGhee Tyson"
XNA,F9,Frontier Airlines Inc.,6,"Fayetteville, AR: Northwest Arkansas National"
ABE,G4,Allegiant Air,6,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ALB,G4,Allegiant Air,6,"Albany, NY: Albany International"
ATW,G4,Allegiant Air,6,"Appleton, WI: Appleton International"
AUS,G4,Allegiant Air,6,"Austin, TX: Austin - Bergstrom International"
AVL,G4,Allegiant Air,6,"Asheville, NC: Asheville Regional"
AZA,G4,Allegiant Air,6,"Phoenix, AZ: Phoenix - Mesa Gateway"
BGR,G4,Allegiant Air,6,"Bangor, ME: Bangor International"
BIL,G4,Allegiant Air,6,"Billings, MT: Billings Logan International"
BIS,G4,Allegiant Air,6,"Bismarck/Mandan, ND: Bismarck Municipal"
BLI,G4,Allegiant Air,6,"Bellingham, WA: Bellingham International"
BLV,G4,Allegiant Air,6,"Belleville, IL: Scott AFB MidAmerica St Louis"
BMI,G4,Allegiant Air,6,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,G4,Allegiant Air,6,"Nashville, TN: Nashville International"
BOI,G4,Allegiant Air,6,"Boise, ID: Boise Air Terminal"
BOS,G4,Allegiant Air,6,"Boston, MA: Logan International"
BWI,G4,Allegiant Air,6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,G4,Allegiant Air,6,"Bozeman, MT: Bozeman Yellowstone International"
CAK,G4,Allegiant Air,6,"Akron, OH: Akron-Canton Regional"
CHA,G4,Allegiant Air,6,"Chattanooga, TN: Lovell Field"
CHS,G4,Allegiant Air,6,"Charleston, SC: Charleston AFB/International"
CID,G4,Allegiant Air,6,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CKB,G4,Allegiant Air,6,"Clarksburg/Fairmont, WV: North Central West Virginia"
CVG,G4,Allegiant Air,6,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DAY,G4,Allegiant Air,6,"Dayton, OH: James M Cox/Dayton International"
DEN,G4,Allegiant Air,6,"Denver, CO: Denver International"
DSM,G4,Allegiant Air,6,"Des Moines, IA: Des Moines International"
ELM,G4,Allegiant Air,6,"Elmira/Corning, NY: Elmira/Corning Regional"
ELP,G4,Allegiant Air,6,"El Paso, TX: El Paso International"
EUG,G4,Allegiant Air,6,"Eugene, OR: Mahlon Sweet Field"
EVV,G4,Allegiant Air,6,"Evansville, IN: Evansville Regional"
EWR,G4,Allegiant Air,6,"Newark, NJ: Newark Liberty International"
EYW,G4,Allegiant Air,6,"Key West, FL: Key West International"
FAR,G4,Allegiant Air,6,"Fargo, ND: Hector International"
FAT,G4,Allegiant Air,6,"Fresno, CA: Fresno Yosemite International"
FCA,G4,Allegiant Air,6,"Kalispell, MT: Glacier Park International"
FLL,G4,Allegiant Air,6,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FNT,G4,Allegiant Air,6,"Flint, MI: Bishop International"
FSD,G4,Allegiant Air,6,"Sioux Falls, SD: Joe Foss Field"
FWA,G4,Allegiant Air,6,"Fort Wayne, IN: Fort Wayne International"
GEG,G4,Allegiant Air,6,"Spokane, WA: Spokane International"
GFK,G4,Allegiant Air,6,"Grand Forks, ND: Grand Forks International"
GJT,G4,Allegiant Air,6,"Grand Junction, CO: Grand Junction Regional"
GPT,G4,Allegiant Air,6,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
GRI,G4,Allegiant Air,6,"Grand Island, NE: Central Nebraska Regional"
GRR,G4,Allegiant Air,6,"Grand Rapids, MI: Gerald R. Ford International"
GSO,G4,Allegiant Air,6,"Greensboro/High Point, NC: Piedmont Triad International"
GSP,G4,Allegiant Air,6,"Greer, SC: Greenville-Spartanburg International"
GTF,G4,Allegiant Air,6,"Great Falls, MT: Great Falls International"
HGR,G4,Allegiant Air,6,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
HOU,G4,Allegiant Air,6,"Houston, TX: William P Hobby"
HTS,G4,Allegiant Air,6,"Ashland, WV: Tri-State/Milton J. Ferguson Field"
IAD,G4,Allegiant Air,6,"Washington, DC: Washington Dulles International"
IAG,G4,Allegiant Air,6,"Niagara Falls, NY: Niagara Falls International"
ICT,G4,Allegiant Air,6,"Wichita, KS: Wichita Dwight D Eisenhower National"
IDA,G4,Allegiant Air,6,"Idaho Falls, ID: Idaho Falls Regional"
IND,G4,Allegiant Air,6,"Indianapolis, IN: Indianapolis International"
JAX,G4,Allegiant Air,6,"Jacksonville, FL: Jacksonville International"
LAS,G4,Allegiant Air,6,"Las Vegas, NV: Harry Reid International"
LAX,G4,Allegiant Air,6,"Los Angeles, CA: Los Angeles International"
LCK,G4,Allegiant Air,6,"Columbus, OH: Rickenbacker International"
LEX,G4,Allegiant Air,6,"Lexington, KY: Blue Grass"
LIT,G4,Allegiant Air,6,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
LRD,G4,Allegiant Air,6,"Laredo, TX: Laredo International"
MCI,G4,Allegiant Air,6,"Kansas City, MO: Kansas City International"
MDT,G4,Allegiant Air,6,"Harrisburg, PA: Harrisburg International"
MDW,G4,Allegiant Air,6,"Chicago, IL: Chicago Midway International"
MEM,G4,Allegiant Air,6,"Memphis, TN: Memphis International"
MFE,G4,Allegiant Air,6,"Mission/McAllen/Edinburg, TX: McAllen International"
MFR,G4,Allegiant Air,6,"Medford, OR: Rogue Valley International - Medford"
MLB,G4,Allegiant Air,6,"Melbourne, FL: Melbourne Orlando International"
MLI,G4,Allegiant Air,6,"Moline, IL: Quad Cities International"
MOT,G4,Allegiant Air,6,"Minot, ND: Minot International"
MRY,G4,Allegiant Air,6,"Monterey, CA: Monterey Regional"
MSO,G4,Allegiant Air,6,"Missoula, MT: Missoula Montana"
MSP,G4,Allegiant Air,6,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,G4,Allegiant Air,6,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,G4,Allegiant Air,6,"Myrtle Beach, SC: Myrtle Beach International"
OAK,G4,Allegiant Air,6,"Oakland, CA: Metro Oakland International"
OKC,G4,Allegiant Air,6,"Oklahoma City, OK: Will Rogers World"
OMA,G4,Allegiant Air,6,"Omaha, NE: Eppley Airfield"
ORF,G4,Allegiant Air,6,"Norfolk, VA: Norfolk International"
PBG,G4,Allegiant Air,6,"Plattsburgh, NY: Plattsburgh International"
PBI,G4,Allegiant Air,6,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,G4,Allegiant Air,6,"Portland, OR: Portland International"
PGD,G4,Allegiant Air,6,"Punta Gorda, FL: Punta Gorda Airport"
PHX,G4,Allegiant Air,6,"Phoenix, AZ: Phoenix Sky Harbor International"
PIA,G4,Allegiant Air,6,"Peoria, IL: General Downing - Peoria International"
PIE,G4,Allegiant Air,6,"St. Petersburg, FL: St Pete Clearwater International"
PIT,G4,Allegiant Air,6,"Pittsburgh, PA: Pittsburgh International"
PSC,G4,Allegiant Air,6,"Pasco/Kennewick/Richland, WA: Tri Cities"
PSM,G4,Allegiant Air,6,"Portsmouth, NH: Portsmouth International at Pease"
PVD,G4,Allegiant Air,6,"Providence, RI: Rhode Island Tf Green International"
PVU,G4,Allegiant Air,6,"Provo, UT: Provo Municipal"
RAP,G4,Allegiant Air,6,"Rapid City, SD: Rapid City Regional"
RFD,G4,Allegiant Air,6,"Rockford, IL: Chicago/Rockford International"
RIC,G4,Allegiant Air,6,"Richmond, VA: Richmond International"
RNO,G4,Allegiant Air,6,"Reno, NV: Reno/Tahoe International"
ROA,G4,Allegiant Air,6,"Roanoke, VA: Roanoke Blacksburg Regional"
ROC,G4,Allegiant Air,6,"Rochester, NY: Frederick Douglass Grtr Rochester International"
SAN,G4,Allegiant Air,6,"San Diego, CA: San Diego International"
SAT,G4,Allegiant Air,6,"San Antonio, TX: San Antonio International"
SAV,G4,Allegiant Air,6,"Savannah, GA: Savannah/Hilton Head International"
SBN,G4,Allegiant Air,6,"South Bend, IN: South Bend International"
SCK,G4,Allegiant Air,6,"Stockton, CA: Stockton Metro"
SDF,G4,Allegiant Air,6,"Louisville, KY: Louisville Muhammad Ali International"
SFB,G4,Allegiant Air,6,"Sanford, FL: Orlando Sanford International"
SGF,G4,Allegiant Air,6,"Springfield, MO: Springfield-Branson National"
SHV,G4,Allegiant Air,6,"Shreveport, LA: Shreveport Regional"
SMX,G4,Allegiant Air,6,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field"
SNA,G4,Allegiant Air,6,"Santa Ana, CA: John Wayne Airport-Orange County"
SPI,G4,Allegiant Air,6,"Springfield, IL: Abraham Lincoln Capital"
SRQ,G4,Allegiant Air,6,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
SWF,G4,Allegiant Air,6,"Newburgh/Poughkeepsie, NY: New York Stewart International"
SYR,G4,Allegiant Air,6,"Syracuse, NY: Syracuse Hancock International"
TOL,G4,Allegiant Air,6,"Toledo, OH: Eugene F Kranz Toledo Express"
TRI,G4,Allegiant Air,6,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
TUL,G4,Allegiant Air,6,"Tulsa, OK: Tulsa International"
TVC,G4,Allegiant Air,6,"Traverse City, MI: Cherry Capital"
TYS,G4,Allegiant Air,6,"Knoxville, TN: McGhee Tyson"
USA,G4,Allegiant Air,6,"Concord, NC: Concord Padgett Regional"
VPS,G4,Allegiant Air,6,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,G4,Allegiant Air,6,"Fayetteville, AR: Northwest Arkansas National"
AUS,HA,Hawaiian Airlines Inc.,6,"Austin, TX: Austin - Bergstrom International"
BOS,HA,Hawaiian Airlines Inc.,6,"Boston, MA: Logan International"
HNL,HA,Hawaiian Airlines Inc.,6,"Honolulu, HI: Daniel K Inouye International"
ITO,HA,Hawaiian Airlines Inc.,6,"Hilo, HI: Hilo International"
JFK,HA,Hawaiian Airlines Inc.,6,"New York, NY: John F. Kennedy International"
KOA,HA,Hawaiian Airlines Inc.,6,"Kona, HI: Ellison Onizuka Kona International at Keahole"
LAS,HA,Hawaiian Airlines Inc.,6,"Las Vegas, NV: Harry Reid International"
LAX,HA,Hawaiian Airlines Inc.,6,"Los Angeles, CA: Los Angeles International"
LGB,HA,Hawaiian Airlines Inc.,6,"Long Beach, CA: Long Beach Airport"
LIH,HA,Hawaiian Airlines Inc.,6,"Lihue, HI: Lihue Airport"
OAK,HA,Hawaiian Airlines Inc.,6,"Oakland, CA: Metro Oakland International"
OGG,HA,Hawaiian Airlines Inc.,6,"Kahului, HI: Kahului Airport"
ONT,HA,Hawaiian Airlines Inc.,6,"Ontario, CA: Ontario International"
PDX,HA,Hawaiian Airlines Inc.,6,"Portland, OR: Portland International"
PHX,HA,Hawaiian Airlines Inc.,6,"Phoenix, AZ: Phoenix Sky Harbor International"
PPG,HA,Hawaiian Airlines Inc.,6,"Pago Pago, TT: Pago Pago International"
SAN,HA,Hawaiian Airlines Inc.,6,"San Diego, CA: San Diego International"
SEA,HA,Hawaiian Airlines Inc.,6,"Seattle, WA: Seattle/Tacoma International"
SFO,HA,Hawaiian Airlines Inc.,6,"San Francisco, CA: San Francisco International"
SJC,HA,Hawaiian Airlines Inc.,6,"San Jose, CA: Norman Y. Mineta San Jose International"
SMF,HA,Hawaiian Airlines Inc.,6,"Sacramento, CA: Sacramento International"
ABI,MQ,Envoy Air,6,"Abilene, TX: Abilene Regional"
ABQ,MQ,Envoy Air,6,"Albuquerque, NM: Albuquerque International Sunport"
ACK,MQ,Envoy Air,6,"Nantucket, MA: Nantucket Memorial"
AGS,MQ,Envoy Air,6,"Augusta, GA: Augusta Regional at Bush Field"
AMA,MQ,Envoy Air,6,"Amarillo, TX: Rick Husband Amarillo International"
ATL,MQ,Envoy Air,6,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
AUS,MQ,Envoy Air,6,"Austin, TX: Austin - Bergstrom International"
AVL,MQ,Envoy Air,6,"Asheville, NC: Asheville Regional"
BFL,MQ,Envoy Air,6,"Bakersfield, CA: Meadows Field"
BGR,MQ,Envoy Air,6,"Bangor, ME: Bangor International"
BHM,MQ,Envoy Air,6,"Birmingham, AL: Birmingham-Shuttlesworth International"
BIL,MQ,Envoy Air,6,"Billings, MT: Billings Logan International"
BIS,MQ,Envoy Air,6,"Bismarck/Mandan, ND: Bismarck Municipal"
BMI,MQ,Envoy Air,6,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,MQ,Envoy Air,6,"Nashville, TN: Nashville International"
BOS,MQ,Envoy Air,6,"Boston, MA: Logan International"
BRO,MQ,Envoy Air,6,"Brownsville, TX: Brownsville South Padre Island International"
BTR,MQ,Envoy Air,6,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
BTV,MQ,Envoy Air,6,"Burlington, VT: Burlington International"
BUF,MQ,Envoy Air,6,"Buffalo, NY: Buffalo Niagara International"
BWI,MQ,Envoy Air,6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
CHA,MQ,Envoy Air,6,"Chattanooga, TN: Lovell Field"
CHS,MQ,Envoy Air,6,"Charleston, SC: Charleston AFB/International"
CID,MQ,Envoy Air,6,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,MQ,Envoy Air,6,"Cleveland, OH: Cleveland-Hopkins International"
CLL,MQ,Envoy Air,6,"College Station/Bryan, TX: Easterwood Field"
CLT,MQ,Envoy Air,6,"Charlotte, NC: Charlotte Douglas International"
CMH,MQ,Envoy Air,6,"Columbus, OH: John Glenn Columbus International"
CMI,MQ,Envoy Air,6,"Champaign/Urbana, IL: University of Illinois/Willard"
COU,MQ,Envoy Air,6,"Columbia, MO: Columbia Regional"
CRP,MQ,Envoy Air,6,"Corpus Christi, TX: Corpus Christi International"
CVG,MQ,Envoy Air,6,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DAB,MQ,Envoy Air,6,"Daytona Beach, FL: Daytona Beach International"
DAY,MQ,Envoy Air,6,"Dayton, OH: James M Cox/Dayton International"
DCA,MQ,Envoy Air,6,"Washington, DC: Ronald Reagan Washington National"
DFW,MQ,Envoy Air,6,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DSM,MQ,Envoy Air,6,"Des Moines, IA: Des Moines International"
ECP,MQ,Envoy Air,6,"Panama City, FL: Northwest Florida Beaches International"
ELP,MQ,Envoy Air,6,"El Paso, TX: El Paso International"
EUG,MQ,Envoy Air,6,"Eugene, OR: Mahlon Sweet Field"
EVV,MQ,Envoy Air,6,"Evansville, IN: Evansville Regional"
EYW,MQ,Envoy Air,6,"Key West, FL: Key West International"
FAR,MQ,Envoy Air,6,"Fargo, ND: Hector International"
FSD,MQ,Envoy Air,6,"Sioux Falls, SD: Joe Foss Field"
FSM,MQ,Envoy Air,6,"Fort Smith, AR: Fort Smith Regional"
FWA,MQ,Envoy Air,6,"Fort Wayne, IN: Fort Wayne International"
GJT,MQ,Envoy Air,6,"Grand Junction, CO: Grand Junction Regional"
GNV,MQ,Envoy Air,6,"Gainesville, FL: Gainesville Regional"
GPT,MQ,Envoy Air,6,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
GRB,MQ,Envoy Air,6,"Green Bay, WI: Green Bay Austin Straubel International"
GRK,MQ,Envoy Air,6,"Killeen, TX: Robert Gray AAF"
GSO,MQ,Envoy Air,6,"Greensboro/High Point, NC: Piedmont Triad International"
GSP,MQ,Envoy Air,6,"Greer, SC: Greenville-Spartanburg International"
HHH,MQ,Envoy Air,6,"Hilton Head, SC: Hilton Head Airport"
HOU,MQ,Envoy Air,6,"Houston, TX: William P Hobby"
HPN,MQ,Envoy Air,6,"White Plains, NY: Westchester County"
HRL,MQ,Envoy Air,6,"Harlingen/San Benito, TX: Valley International"
HSV,MQ,Envoy Air,6,"Huntsville, AL: Huntsville International-Carl T Jones Field"
IAD,MQ,Envoy Air,6,"Washington, DC: Washington Dulles International"
IAH,MQ,Envoy Air,6,"Houston, TX: George Bush Intercontinental/Houston"
ICT,MQ,Envoy Air,6,"Wichita, KS: Wichita Dwight D Eisenhower National"
ILM,MQ,Envoy Air,6,"Wilmington, NC: Wilmington International"
IND,MQ,Envoy Air,6,"Indianapolis, IN: Indianapolis International"
JAN,MQ,Envoy Air,6,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"
JAX,MQ,Envoy Air,6,"Jacksonville, FL: Jacksonville International"
LBB,MQ,Envoy Air,6,"Lubbock, TX: Lubbock Preston Smith International"
LEX,MQ,Envoy Air,6,"Lexington, KY: Blue Grass"
LFT,MQ,Envoy Air,6,"Lafayette, LA: Lafayette Regional Paul Fournet Field"
LIT,MQ,Envoy Air,6,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
LRD,MQ,Envoy Air,6,"Laredo, TX: Laredo International"
MAF,MQ,Envoy Air,6,"Midland/Odessa, TX: Midland International Air and Space Port"
MCI,MQ,Envoy Air,6,"Kansas City, MO: Kansas City International"
MEM,MQ,Envoy Air,6,"Memphis, TN: Memphis International"
MGM,MQ,Envoy Air,6,"Montgomery, AL: Montgomery Regional"
MHT,MQ,Envoy Air,6,"Manchester, NH: Manchester Boston Regional"
MIA,MQ,Envoy Air,6,"Miami, FL: Miami International"
MLI,MQ,Envoy Air,6,"Moline, IL: Quad Cities International"
MLU,MQ,Envoy Air,6,"Monroe, LA: Monroe Regional"
MOB,MQ,Envoy Air,6,"Mobile, AL: Mobile Regional"
MQT,MQ,Envoy Air,6,"Marquette, MI: Marquette Sawyer Regional"
MRY,MQ,Envoy Air,6,"Monterey, CA: Monterey Regional"
MSO,MQ,Envoy Air,6,"Missoula, MT: Missoula Montana"
MSP,MQ,Envoy Air,6,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,MQ,Envoy Air,6,"New Orleans, LA: Louis Armstrong New Orleans International"
MVY,MQ,Envoy Air,6,"Martha's Vineyard, MA: Martha's Vineyard Airport"
OKC,MQ,Envoy Air,6,"Oklahoma City, OK: Will Rogers World"
OMA,MQ,Envoy Air,6,"Omaha, NE: Eppley Airfield"
ONT,MQ,Envoy Air,6,"Ontario, CA: Ontario International"
ORD,MQ,Envoy Air,6,"Chicago, IL: Chicago O'Hare International"
ORF,MQ,Envoy Air,6,"Norfolk, VA: Norfolk International"
PHX,MQ,Envoy Air,6,"Phoenix, AZ: Phoenix Sky Harbor International"
PIA,MQ,Envoy Air,6,"Peoria, IL: General Downing - Peoria International"
PIT,MQ,Envoy Air,6,"Pittsburgh, PA: Pittsburgh International"
PNS,MQ,Envoy Air,6,"Pensacola, FL: Pensacola International"
PVD,MQ,Envoy Air,6,"Providence, RI: Rhode Island Tf Green International"
PWM,MQ,Envoy Air,6,"Portland, ME: Portland International Jetport"
RAP,MQ,Envoy Air,6,"Rapid City, SD: Rapid City Regional"
RDU,MQ,Envoy Air,6,"Raleigh/Durham, NC: Raleigh-Durham International"
RIC,MQ,Envoy Air,6,"Richmond, VA: Richmond International"
RNO,MQ,Envoy Air,6,"Reno, NV: Reno/Tahoe International"
ROC,MQ,Envoy Air,6,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RST,MQ,Envoy Air,6,"Rochester, MN: Rochester International"
SAT,MQ,Envoy Air,6,"San Antonio, TX: San Antonio International"
SAV,MQ,Envoy Air,6,"Savannah, GA: Savannah/Hilton Head International"
SDF,MQ,Envoy Air,6,"Louisville, KY: Louisville Muhammad Ali International"
SGF,MQ,Envoy Air,6,"Springfield, MO: Springfield-Branson National"
SHV,MQ,Envoy Air,6,"Shreveport, LA: Shreveport Regional"
SJT,MQ,Envoy Air,6,"San Angelo, TX: San Angelo Regional/Mathis Field"
SLC,MQ,Envoy Air,6,"Salt Lake City, UT: Salt Lake City International"
SMF,MQ,Envoy Air,6,"Sacramento, CA: Sacramento International"
SRQ,MQ,Envoy Air,6,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,MQ,Envoy Air,6,"St. Louis, MO: St Louis Lambert International"
STS,MQ,Envoy Air,6,"Santa Rosa, CA: Charles M. Schulz - Sonoma County"
SYR,MQ,Envoy Air,6,"Syracuse, NY: Syracuse Hancock International"
TLH,MQ,Envoy Air,6,"Tallahassee, FL: Tallahassee International"
TPA,MQ,Envoy Air,6,"Tampa, FL: Tampa International"
TRI,MQ,Envoy Air,6,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
TUL,MQ,Envoy Air,6,"Tulsa, OK: Tulsa International"
TVC,MQ,Envoy Air,6,"Traverse City, MI: Cherry Capital"
TYS,MQ,Envoy Air,6,"Knoxville, TN: McGhee Tyson"
VPS,MQ,Envoy Air,6,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,MQ,Envoy Air,6,"Fayetteville, AR: Northwest Arkansas National"
YUM,MQ,Envoy Air,6,"Yuma, AZ: Yuma MCAS/Yuma International"
ABQ,NK,Spirit Air Lines,6,"Albuquerque, NM: Albuquerque International Sunport"
ACY,NK,Spirit Air Lines,6,"Atlantic City, NJ: Atlantic City International"
ATL,NK,Spirit Air Lines,6,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
AUS,NK,Spirit Air Lines,6,"Austin, TX: Austin - Bergstrom International"
BDL,NK,Spirit Air Lines,6,"Hartford, CT: Bradley International"
BNA,NK,Spirit Air Lines,6,"Nashville, TN: Nashville International"
BOI,NK,Spirit Air Lines,6,"Boise, ID: Boise Air Terminal"
BOS,NK,Spirit Air Lines,6,"Boston, MA: Logan International"
BQN,NK,Spirit Air Lines,6,"Aguadilla, PR: Rafael Hernandez"
BUR,NK,Spirit Air Lines,6,"Burbank, CA: Bob Hope"
BWI,NK,Spirit Air Lines,6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
CHS,NK,Spirit Air Lines,6,"Charleston, SC: Charleston AFB/International"
CLE,NK,Spirit Air Lines,6,"Cleveland, OH: Cleveland-Hopkins International"
CLT,NK,Spirit Air Lines,6,"Charlotte, NC: Charlotte Douglas International"
CMH,NK,Spirit Air Lines,6,"Columbus, OH: John Glenn Columbus International"
DEN,NK,Spirit Air Lines,6,"Denver, CO: Denver International"
DFW,NK,Spirit Air Lines,6,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DTW,NK,Spirit Air Lines,6,"Detroit, MI: Detroit Metro Wayne County"
EWR,NK,Spirit Air Lines,6,"Newark, NJ: Newark Liberty International"
FLL,NK,Spirit Air Lines,6,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
