airport,carrier,carrier_name,month,airport_name
HRL,DL,Delta Air Lines Inc.,5,"Harlingen/San Benito, TX: Valley International"
HSV,DL,Delta Air Lines Inc.,5,"Huntsville, AL: Huntsville International-Carl T Jones Field"
IAD,DL,Delta Air Lines Inc.,5,"Washington, DC: Washington Dulles International"
IAH,DL,Delta Air Lines Inc.,5,"Houston, TX: George Bush Intercontinental/Houston"
ICT,DL,Delta Air Lines Inc.,5,"Wichita, KS: Wichita Dwight D Eisenhower National"
ILM,DL,Delta Air Lines Inc.,5,"Wilmington, NC: Wilmington International"
IND,DL,Delta Air Lines Inc.,5,"Indianapolis, IN: Indianapolis International"
JAC,DL,Delta Air Lines Inc.,5,"Jackson, WY: Jackson Hole"
JAN,DL,Delta Air Lines Inc.,5,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"
JAX,DL,Delta Air Lines Inc.,5,"Jacksonville, FL: Jacksonville International"
JFK,DL,Delta Air Lines Inc.,5,"New York, NY: John F. Kennedy International"
JNU,DL,Delta Air Lines Inc.,5,"Juneau, AK: Juneau International"
KOA,DL,Delta Air Lines Inc.,5,"Kona, HI: Ellison Onizuka Kona International at Keahole"
LAS,DL,Delta Air Lines Inc.,5,"Las Vegas, NV: Harry Reid International"
LAX,DL,Delta Air Lines Inc.,5,"Los Angeles, CA: Los Angeles International"
LEX,DL,Delta Air Lines Inc.,5,"Lexington, KY: Blue Grass"
LGA,DL,Delta Air Lines Inc.,5,"New York, NY: LaGuardia"
LIH,DL,Delta Air Lines Inc.,5,"Lihue, HI: Lihue Airport"
LIT,DL,Delta Air Lines Inc.,5,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
MCI,DL,Delta Air Lines Inc.,5,"Kansas City, MO: Kansas City International"
MCO,DL,Delta Air Lines Inc.,5,"Orlando, FL: Orlando International"
MDT,DL,Delta Air Lines Inc.,5,"Harrisburg, PA: Harrisburg International"
MDW,DL,Delta Air Lines Inc.,5,"Chicago, IL: Chicago Midway International"
MEM,DL,Delta Air Lines Inc.,5,"Memphis, TN: Memphis International"
MIA,DL,Delta Air Lines Inc.,5,"Miami, FL: Miami International"
MKE,DL,Delta Air Lines Inc.,5,"Milwaukee, WI: General Mitchell International"
MLB,DL,Delta Air Lines Inc.,5,"Melbourne, FL: Melbourne Orlando International"
MOB,DL,Delta Air Lines Inc.,5,"Mobile, AL: Mobile Regional"
MSN,DL,Delta Air Lines Inc.,5,"Madison, WI: Dane County Regional-Truax Field"
MSO,DL,Delta Air Lines Inc.,5,"Missoula, MT: Missoula Montana"
MSP,DL,Delta Air Lines Inc.,5,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,DL,Delta Air Lines Inc.,5,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,DL,Delta Air Lines Inc.,5,"Myrtle Beach, SC: Myrtle Beach International"
OAJ,DL,Delta Air Lines Inc.,5,"Jacksonville/Camp Lejeune, NC: Albert J Ellis"
OAK,DL,Delta Air Lines Inc.,5,"Oakland, CA: Metro Oakland International"
OGG,DL,Delta Air Lines Inc.,5,"Kahului, HI: Kahului Airport"
OKC,DL,Delta Air Lines Inc.,5,"Oklahoma City, OK: Will Rogers World"
OMA,DL,Delta Air Lines Inc.,5,"Omaha, NE: Eppley Airfield"
ONT,DL,Delta Air Lines Inc.,5,"Ontario, CA: Ontario International"
ORD,DL,Delta Air Lines Inc.,5,"Chicago, IL: Chicago O'Hare International"
ORF,DL,Delta Air Lines Inc.,5,"Norfolk, VA: Norfolk International"
PBI,DL,Delta Air Lines Inc.,5,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,DL,Delta Air Lines Inc.,5,"Portland, OR: Portland International"
PHL,DL,Delta Air Lines Inc.,5,"Philadelphia, PA: Philadelphia International"
PHX,DL,Delta Air Lines Inc.,5,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,DL,Delta Air Lines Inc.,5,"Pittsburgh, PA: Pittsburgh International"
PNS,DL,Delta Air Lines Inc.,5,"Pensacola, FL: Pensacola International"
PSC,DL,Delta Air Lines Inc.,5,"Pasco/Kennewick/Richland, WA: Tri Cities"
PSP,DL,Delta Air Lines Inc.,5,"Palm Springs, CA: Palm Springs International"
PVD,DL,Delta Air Lines Inc.,5,"Providence, RI: Rhode Island Tf Green International"
PWM,DL,Delta Air Lines Inc.,5,"Portland, ME: Portland International Jetport"
RDU,DL,Delta Air Lines Inc.,5,"Raleigh/Durham, NC: Raleigh-Durham International"
RIC,DL,Delta Air Lines Inc.,5,"Richmond, VA: Richmond International"
RNO,DL,Delta Air Lines Inc.,5,"Reno, NV: Reno/Tahoe International"
ROA,DL,Delta Air Lines Inc.,5,"Roanoke, VA: Roanoke Blacksburg Regional"
ROC,DL,Delta Air Lines Inc.,5,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RST,DL,Delta Air Lines Inc.,5,"Rochester, MN: Rochester International"
RSW,DL,Delta Air Lines Inc.,5,"Fort Myers, FL: Southwest Florida International"
SAN,DL,Delta Air Lines Inc.,5,"San Diego, CA: San Diego International"
SAT,DL,Delta Air Lines Inc.,5,"San Antonio, TX: San Antonio International"
SAV,DL,Delta Air Lines Inc.,5,"Savannah, GA: Savannah/Hilton Head International"
SDF,DL,Delta Air Lines Inc.,5,"Louisville, KY: Louisville Muhammad Ali International"
SEA,DL,Delta Air Lines Inc.,5,"Seattle, WA: Seattle/Tacoma International"
SFO,DL,Delta Air Lines Inc.,5,"San Francisco, CA: San Francisco International"
SGF,DL,Delta Air Lines Inc.,5,"Springfield, MO: Springfield-Branson National"
SJC,DL,Delta Air Lines Inc.,5,"San Jose, CA: Norman Y. Mineta San Jose International"
SJU,DL,Delta Air Lines Inc.,5,"San Juan, PR: Luis Munoz Marin International"
SLC,DL,Delta Air Lines Inc.,5,"Salt Lake City, UT: Salt Lake City International"
SMF,DL,Delta Air Lines Inc.,5,"Sacramento, CA: Sacramento International"
SNA,DL,Delta Air Lines Inc.,5,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,DL,Delta Air Lines Inc.,5,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,DL,Delta Air Lines Inc.,5,"St. Louis, MO: St Louis Lambert International"
STT,DL,Delta Air Lines Inc.,5,"Charlotte Amalie, VI: Cyril E King"
STX,DL,Delta Air Lines Inc.,5,"Christiansted, VI: Henry E. Rohlsen"
SYR,DL,Delta Air Lines Inc.,5,"Syracuse, NY: Syracuse Hancock International"
TLH,DL,Delta Air Lines Inc.,5,"Tallahassee, FL: Tallahassee International"
TPA,DL,Delta Air Lines Inc.,5,"Tampa, FL: Tampa International"
TUL,DL,Delta Air Lines Inc.,5,"Tulsa, OK: Tulsa International"
TUS,DL,Delta Air Lines Inc.,5,"Tucson, AZ: Tucson International"
TVC,DL,Delta Air Lines Inc.,5,"Traverse City, MI: Cherry Capital"
TYS,DL,Delta Air Lines Inc.,5,"Knoxville, TN: McGhee Tyson"
VPS,DL,Delta Air Lines Inc.,5,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,DL,Delta Air Lines Inc.,5,"Fayetteville, AR: Northwest Arkansas National"
ATL,F9,Frontier Airlines Inc.,5,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
AUS,F9,Frontier Airlines Inc.,5,"Austin, TX: Austin - Bergstrom International"
BDL,F9,Frontier Airlines Inc.,5,"Hartford, CT: Bradley International"
BFF,F9,Frontier Airlines Inc.,5,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field"
BMI,F9,Frontier Airlines Inc.,5,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,F9,Frontier Airlines Inc.,5,"Nashville, TN: Nashville International"
BOS,F9,Frontier Airlines Inc.,5,"Boston, MA: Logan International"
BQN,F9,Frontier Airlines Inc.,5,"Aguadilla, PR: Rafael Hernandez"
BUF,F9,Frontier Airlines Inc.,5,"Buffalo, NY: Buffalo Niagara International"
BWI,F9,Frontier Airlines Inc.,5,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
CHS,F9,Frontier Airlines Inc.,5,"Charleston, SC: Charleston AFB/International"
CID,F9,Frontier Airlines Inc.,5,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,F9,Frontier Airlines Inc.,5,"Cleveland, OH: Cleveland-Hopkins International"
CLT,F9,Frontier Airlines Inc.,5,"Charlotte, NC: Charlotte Douglas International"
CMH,F9,Frontier Airlines Inc.,5,"Columbus, OH: John Glenn Columbus International"
CVG,F9,Frontier Airlines Inc.,5,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DCA,F9,Frontier Airlines Inc.,5,"Washington, DC: Ronald Reagan Washington National"
DEN,F9,Frontier Airlines Inc.,5,"Denver, CO: Denver International"
DFW,F9,Frontier Airlines Inc.,5,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DSM,F9,Frontier Airlines Inc.,5,"Des Moines, IA: Des Moines International"
DTW,F9,Frontier Airlines Inc.,5,"Detroit, MI: Detroit Metro Wayne County"
ELP,F9,Frontier Airlines Inc.,5,"El Paso, TX: El Paso International"
FAR,F9,Frontier Airlines Inc.,5,"Fargo, ND: Hector International"
FLL,F9,Frontier Airlines Inc.,5,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FSD,F9,Frontier Airlines Inc.,5,"Sioux Falls, SD: Joe Foss Field"
GRB,F9,Frontier Airlines Inc.,5,"Green Bay, WI: Green Bay Austin Straubel International"
GRR,F9,Frontier Airlines Inc.,5,"Grand Rapids, MI: Gerald R. Ford International"
HOU,F9,Frontier Airlines Inc.,5,"Houston, TX: William P Hobby"
IAH,F9,Frontier Airlines Inc.,5,"Houston, TX: George Bush Intercontinental/Houston"
IND,F9,Frontier Airlines Inc.,5,"Indianapolis, IN: Indianapolis International"
ISP,F9,Frontier Airlines Inc.,5,"Islip, NY: Long Island MacArthur"
JAX,F9,Frontier Airlines Inc.,5,"Jacksonville, FL: Jacksonville International"
LAS,F9,Frontier Airlines Inc.,5,"Las Vegas, NV: Harry Reid International"
LGA,F9,Frontier Airlines Inc.,5,"New York, NY: LaGuardia"
LIT,F9,Frontier Airlines Inc.,5,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
MCI,F9,Frontier Airlines Inc.,5,"Kansas City, MO: Kansas City International"
MCO,F9,Frontier Airlines Inc.,5,"Orlando, FL: Orlando International"
MDT,F9,Frontier Airlines Inc.,5,"Harrisburg, PA: Harrisburg International"
MDW,F9,Frontier Airlines Inc.,5,"Chicago, IL: Chicago Midway International"
MEM,F9,Frontier Airlines Inc.,5,"Memphis, TN: Memphis International"
MIA,F9,Frontier Airlines Inc.,5,"Miami, FL: Miami International"
MKE,F9,Frontier Airlines Inc.,5,"Milwaukee, WI: General Mitchell International"
MSN,F9,Frontier Airlines Inc.,5,"Madison, WI: Dane County Regional-Truax Field"
MSP,F9,Frontier Airlines Inc.,5,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,F9,Frontier Airlines Inc.,5,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,F9,Frontier Airlines Inc.,5,"Myrtle Beach, SC: Myrtle Beach International"
OAK,F9,Frontier Airlines Inc.,5,"Oakland, CA: Metro Oakland International"
OKC,F9,Frontier Airlines Inc.,5,"Oklahoma City, OK: Will Rogers World"
OMA,F9,Frontier Airlines Inc.,5,"Omaha, NE: Eppley Airfield"
ONT,F9,Frontier Airlines Inc.,5,"Ontario, CA: Ontario International"
ORD,F9,Frontier Airlines Inc.,5,"Chicago, IL: Chicago O'Hare International"
ORF,F9,Frontier Airlines Inc.,5,"Norfolk, VA: Norfolk International"
PBI,F9,Frontier Airlines Inc.,5,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,F9,Frontier Airlines Inc.,5,"Portland, OR: Portland International"
PHL,F9,Frontier Airlines Inc.,5,"Philadelphia, PA: Philadelphia International"
PHX,F9,Frontier Airlines Inc.,5,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,F9,Frontier Airlines Inc.,5,"Pittsburgh, PA: Pittsburgh International"
PNS,F9,Frontier Airlines Inc.,5,"Pensacola, FL: Pensacola International"
PSE,F9,Frontier Airlines Inc.,5,"Ponce, PR: Mercedita"
PWM,F9,Frontier Airlines Inc.,5,"Portland, ME: Portland International Jetport"
RDU,F9,Frontier Airlines Inc.,5,"Raleigh/Durham, NC: Raleigh-Durham International"
ROC,F9,Frontier Airlines Inc.,5,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RSW,F9,Frontier Airlines Inc.,5,"Fort Myers, FL: Southwest Florida International"
SAN,F9,Frontier Airlines Inc.,5,"San Diego, CA: San Diego International"
SAT,F9,Frontier Airlines Inc.,5,"San Antonio, TX: San Antonio International"
SAV,F9,Frontier Airlines Inc.,5,"Savannah, GA: Savannah/Hilton Head International"
SEA,F9,Frontier Airlines Inc.,5,"Seattle, WA: Seattle/Tacoma International"
SFO,F9,Frontier Airlines Inc.,5,"San Francisco, CA: San Francisco International"
SJU,F9,Frontier Airlines Inc.,5,"San Juan, PR: Luis Munoz Marin International"
SLC,F9,Frontier Airlines Inc.,5,"Salt Lake City, UT: Salt Lake City International"
SMF,F9,Frontier Airlines Inc.,5,"Sacramento, CA: Sacramento International"
SNA,F9,Frontier Airlines Inc.,5,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,F9,Frontier Airlines Inc.,5,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,F9,Frontier Airlines Inc.,5,"St. Louis, MO: St Louis Lambert International"
SWF,F9,Frontier Airlines Inc.,5,"Newburgh/Poughkeepsie, NY: New York Stewart International"
SYR,F9,Frontier Airlines Inc.,5,"Syracuse, NY: Syracuse Hancock International"
TPA,F9,Frontier Airlines Inc.,5,"Tampa, FL: Tampa International"
TTN,F9,Frontier Airlines Inc.,5,"Trenton, NJ: Trenton Mercer"
TYS,F9,Frontier Airlines Inc.,5,"Knoxville, TN: McGhee Tyson"
XNA,F9,Frontier Airlines Inc.,5,"Fayetteville, AR: Northwest Arkansas National"
ABE,G4,Allegiant Air,5,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ALB,G4,Allegiant Air,5,"Albany, NY: Albany International"
ATW,G4,Allegiant Air,5,"Appleton, WI: Appleton International"
AUS,G4,Allegiant Air,5,"Austin, TX: Austin - Bergstrom International"
AVL,G4,Allegiant Air,5,"Asheville, NC: Asheville Regional"
AZA,G4,Allegiant Air,5,"Phoenix, AZ: Phoenix - Mesa Gateway"
BGR,G4,Allegiant Air,5,"Bangor, ME: Bangor International"
BIL,G4,Allegiant Air,5,"Billings, MT: Billings Logan International"
BIS,G4,Allegiant Air,5,"Bismarck/Mandan, ND: Bismarck Municipal"
BLI,G4,Allegiant Air,5,"Bellingham, WA: Bellingham International"
BLV,G4,Allegiant Air,5,"Belleville, IL: Scott AFB MidAmerica St Louis"
BMI,G4,Allegiant Air,5,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,G4,Allegiant Air,5,"Nashville, TN: Nashville International"
BOI,G4,Allegiant Air,5,"Boise, ID: Boise Air Terminal"
BOS,G4,Allegiant Air,5,"Boston, MA: Logan International"
BWI,G4,Allegiant Air,5,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,G4,Allegiant Air,5,"Bozeman, MT: Bozeman Yellowstone International"
CAK,G4,Allegiant Air,5,"Akron, OH: Akron-Canton Regional"
CHA,G4,Allegiant Air,5,"Chattanooga, TN: Lovell Field"
CHS,G4,Allegiant Air,5,"Charleston, SC: Charleston AFB/International"
CID,G4,Allegiant Air,5,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CKB,G4,Allegiant Air,5,"Clarksburg/Fairmont, WV: North Central West Virginia"
CVG,G4,Allegiant Air,5,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DAY,G4,Allegiant Air,5,"Dayton, OH: James M Cox/Dayton International"
DEN,G4,Allegiant Air,5,"Denver, CO: Denver International"
DSM,G4,Allegiant Air,5,"Des Moines, IA: Des Moines International"
ELM,G4,Allegiant Air,5,"Elmira/Corning, NY: Elmira/Corning Regional"
ELP,G4,Allegiant Air,5,"El Paso, TX: El Paso International"
EUG,G4,Allegiant Air,5,"Eugene, OR: Mahlon Sweet Field"
EVV,G4,Allegiant Air,5,"Evansville, IN: Evansville Regional"
EWR,G4,Allegiant Air,5,"Newark, NJ: Newark Liberty International"
EYW,G4,Allegiant Air,5,"Key West, FL: Key West International"
FAR,G4,Allegiant Air,5,"Fargo, ND: Hector International"
FAT,G4,Allegiant Air,5,"Fresno, CA: Fresno Yosemite International"
FCA,G4,Allegiant Air,5,"Kalispell, MT: Glacier Park International"
FLL,G4,Allegiant Air,5,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FNT,G4,Allegiant Air,5,"Flint, MI: Bishop International"
FSD,G4,Allegiant Air,5,"Sioux Falls, SD: Joe Foss Field"
FWA,G4,Allegiant Air,5,"Fort Wayne, IN: Fort Wayne International"
GEG,G4,Allegiant Air,5,"Spokane, WA: Spokane International"
GFK,G4,Allegiant Air,5,"Grand Forks, ND: Grand Forks International"
GJT,G4,Allegiant Air,5,"Grand Junction, CO: Grand Junction Regional"
GPT,G4,Allegiant Air,5,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
GRI,G4,Allegiant Air,5,"Grand Island, NE: Central Nebraska Regional"
GRR,G4,Allegiant Air,5,"Grand Rapids, MI: Gerald R. Ford International"
GSO,G4,Allegiant Air,5,"Greensboro/High Point, NC: Piedmont Triad International"
GSP,G4,Allegiant Air,5,"Greer, SC: Greenville-Spartanburg International"
GTF,G4,Allegiant Air,5,"Great Falls, MT: Great Falls International"
HGR,G4,Allegiant Air,5,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
HOU,G4,Allegiant Air,5,"Houston, TX: William P Hobby"
HTS,G4,Allegiant Air,5,"Ashland, WV: Tri-State/Milton J. Ferguson Field"
IAD,G4,Allegiant Air,5,"Washington, DC: Washington Dulles International"
IAG,G4,Allegiant Air,5,"Niagara Falls, NY: Niagara Falls International"
ICT,G4,Allegiant Air,5,"Wichita, KS: Wichita Dwight D Eisenhower National"
IDA,G4,Allegiant Air,5,"Idaho Falls, ID: Idaho Falls Regional"
IND,G4,Allegiant Air,5,"Indianapolis, IN: Indianapolis International"
JAX,G4,Allegiant Air,5,"Jacksonville, FL: Jacksonville International"
LAS,G4,Allegiant Air,5,"Las Vegas, NV: Harry Reid International"
LAX,G4,Allegiant Air,5,"Los Angeles, CA: Los Angeles International"
LCK,G4,Allegiant Air,5,"Columbus, OH: Rickenbacker International"
LEX,G4,Allegiant Air,5,"Lexington, KY: Blue Grass"
LIT,G4,Allegiant Air,5,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
LRD,G4,Allegiant Air,5,"Laredo, TX: Laredo International"
MCI,G4,Allegiant Air,5,"Kansas City, MO: Kansas City International"
MDT,G4,Allegiant Air,5,"Harrisburg, PA: Harrisburg International"
MDW,G4,Allegiant Air,5,"Chicago, IL: Chicago Midway International"
MEM,G4,Allegiant Air,5,"Memphis, TN: Memphis International"
MFE,G4,Allegiant Air,5,"Mission/McAllen/Edinburg, TX: McAllen International"
MFR,G4,Allegiant Air,5,"Medford, OR: Rogue Valley International - Medford"
MLB,G4,Allegiant Air,5,"Melbourne, FL: Melbourne Orlando International"
MLI,G4,Allegiant Air,5,"Moline, IL: Quad Cities International"
MOT,G4,Allegiant Air,5,"Minot, ND: Minot International"
MRY,G4,Allegiant Air,5,"Monterey, CA: Monterey Regional"
MSO,G4,Allegiant Air,5,"Missoula, MT: Missoula Montana"
MSP,G4,Allegiant Air,5,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,G4,Allegiant Air,5,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,G4,Allegiant Air,5,"Myrtle Beach, SC: Myrtle Beach International"
OAK,G4,Allegiant Air,5,"Oakland, CA: Metro Oakland International"
OKC,G4,Allegiant Air,5,"Oklahoma City, OK: Will Rogers World"
OMA,G4,Allegiant Air,5,"Omaha, NE: Eppley Airfield"
ORF,G4,Allegiant Air,5,"Norfolk, VA: Norfolk International"
OWB,G4,Allegiant Air,5,"Owensboro, KY: Owensboro Daviess County Regional"
PBG,G4,Allegiant Air,5,"Plattsburgh, NY: Plattsburgh International"
PBI,G4,Allegiant Air,5,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,G4,Allegiant Air,5,"Portland, OR: Portland International"
PGD,G4,Allegiant Air,5,"Punta Gorda, FL: Punta Gorda Airport"
PHX,G4,Allegiant Air,5,"Phoenix, AZ: Phoenix Sky Harbor International"
PIA,G4,Allegiant Air,5,"Peoria, IL: General Downing - Peoria International"
PIE,G4,Allegiant Air,5,"St. Petersburg, FL: St Pete Clearwater International"
PIT,G4,Allegiant Air,5,"Pittsburgh, PA: Pittsburgh International"
PSC,G4,Allegiant Air,5,"Pasco/Kennewick/Richland, WA: Tri Cities"
PSM,G4,Allegiant Air,5,"Portsmouth, NH: Portsmouth International at Pease"
PSP,G4,Allegiant Air,5,"Palm Springs, CA: Palm Springs International"
PVD,G4,Allegiant Air,5,"Providence, RI: Rhode Island Tf Green International"
PVU,G4,Allegiant Air,5,"Provo, UT: Provo Municipal"
RAP,G4,Allegiant Air,5,"Rapid City, SD: Rapid City Regional"
RFD,G4,Allegiant Air,5,"Rockford, IL: Chicago/Rockford International"
RIC,G4,Allegiant Air,5,"Richmond, VA: Richmond International"
RNO,G4,Allegiant Air,5,"Reno, NV: Reno/Tahoe International"
ROA,G4,Allegiant Air,5,"Roanoke, VA: Roanoke Blacksburg Regional"
ROC,G4,Allegiant Air,5,"Rochester, NY: Frederick Douglass Grtr Rochester International"
SAN,G4,Allegiant Air,5,"San Diego, CA: San Diego International"
SAT,G4,Allegiant Air,5,"San Antonio, TX: San Antonio International"
SAV,G4,Allegiant Air,5,"Savannah, GA: Savannah/Hilton Head International"
SBN,G4,Allegiant Air,5,"South Bend, IN: South Bend International"
SCK,G4,Allegiant Air,5,"Stockton, CA: Stockton Metro"
SDF,G4,Allegiant Air,5,"Louisville, KY: Louisville Muhammad Ali International"
SFB,G4,Allegiant Air,5,"Sanford, FL: Orlando Sanford International"
SGF,G4,Allegiant Air,5,"Springfield, MO: Springfield-Branson National"
SHV,G4,Allegiant Air,5,"Shreveport, LA: Shreveport Regional"
SMX,G4,Allegiant Air,5,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field"
SNA,G4,Allegiant Air,5,"Santa Ana, CA: John Wayne Airport-Orange County"
SPI,G4,Allegiant Air,5,"Springfield, IL: Abraham Lincoln Capital"
SRQ,G4,Allegiant Air,5,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STC,G4,Allegiant Air,5,"St. Cloud, MN: St. Cloud Regional"
SWF,G4,Allegiant Air,5,"Newburgh/Poughkeepsie, NY: New York Stewart International"
SYR,G4,Allegiant Air,5,"Syracuse, NY: Syracuse Hancock International"
TOL,G4,Allegiant Air,5,"Toledo, OH: Eugene F Kranz Toledo Express"
TRI,G4,Allegiant Air,5,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
TUL,G4,Allegiant Air,5,"Tulsa, OK: Tulsa International"
TVC,G4,Allegiant Air,5,"Traverse City, MI: Cherry Capital"
TYS,G4,Allegiant Air,5,"Knoxville, TN: McGhee Tyson"
USA,G4,Allegiant Air,5,"Concord, NC: Concord Padgett Regional"
VPS,G4,Allegiant Air,5,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,G4,Allegiant Air,5,"Fayetteville, AR: Northwest Arkansas National"
AUS,HA,Hawaiian Airlines Inc.,5,"Austin, TX: Austin - Bergstrom International"
BOS,HA,Hawaiian Airlines Inc.,5,"Boston, MA: Logan International"
HNL,HA,Hawaiian Airlines Inc.,5,"Honolulu, HI: Daniel K Inouye International"
ITO,HA,Hawaiian Airlines Inc.,5,"Hilo, HI: Hilo International"
JFK,HA,Hawaiian Airlines Inc.,5,"New York, NY: John F. Kennedy International"
KOA,HA,Hawaiian Airlines Inc.,5,"Kona, HI: Ellison Onizuka Kona International at Keahole"
LAS,HA,Hawaiian Airlines Inc.,5,"Las Vegas, NV: Harry Reid International"
LAX,HA,Hawaiian Airlines Inc.,5,"Los Angeles, CA: Los Angeles International"
LGB,HA,Hawaiian Airlines Inc.,5,"Long Beach, CA: Long Beach Airport"
LIH,HA,Hawaiian Airlines Inc.,5,"Lihue, HI: Lihue Airport"
OAK,HA,Hawaiian Airlines Inc.,5,"Oakland, CA: Metro Oakland International"
OGG,HA,Hawaiian Airlines Inc.,5,"Kahului, HI: Kahului Airport"
ONT,HA,Hawaiian Airlines Inc.,5,"Ontario, CA: Ontario International"
PDX,HA,Hawaiian Airlines Inc.,5,"Portland, OR: Portland International"
PHX,HA,Hawaiian Airlines Inc.,5,"Phoenix, AZ: Phoenix Sky Harbor International"
PPG,HA,Hawaiian Airlines Inc.,5,"Pago Pago, TT: Pago Pago International"
SAN,HA,Hawaiian Airlines Inc.,5,"San Diego, CA: San Diego International"
SEA,HA,Hawaiian Airlines Inc.,5,"Seattle, WA: Seattle/Tacoma International"
SFO,HA,Hawaiian Airlines Inc.,5,"San Francisco, CA: San Francisco International"
SJC,HA,Hawaiian Airlines Inc.,5,"San Jose, CA: Norman Y. Mineta San Jose International"
SMF,HA,Hawaiian Airlines Inc.,5,"Sacramento, CA: Sacramento International"
ABI,MQ,Envoy Air,5,"Abilene, TX: Abilene Regional"
ABQ,MQ,Envoy Air,5,"Albuquerque, NM: Albuquerque International Sunport"
AGS,MQ,Envoy Air,5,"Augusta, GA: Augusta Regional at Bush Field"
AMA,MQ,Envoy Air,5,"Amarillo, TX: Rick Husband Amarillo International"
AUS,MQ,Envoy Air,5,"Austin, TX: Austin - Bergstrom International"
AVP,MQ,Envoy Air,5,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International"
BFL,MQ,Envoy Air,5,"Bakersfield, CA: Meadows Field"
BHM,MQ,Envoy Air,5,"Birmingham, AL: Birmingham-Shuttlesworth International"
BIL,MQ,Envoy Air,5,"Billings, MT: Billings Logan International"
BMI,MQ,Envoy Air,5,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,MQ,Envoy Air,5,"Nashville, TN: Nashville International"
BOS,MQ,Envoy Air,5,"Boston, MA: Logan International"
BRO,MQ,Envoy Air,5,"Brownsville, TX: Brownsville South Padre Island International"
BTR,MQ,Envoy Air,5,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
BUF,MQ,Envoy Air,5,"Buffalo, NY: Buffalo Niagara International"
BUR,MQ,Envoy Air,5,"Burbank, CA: Bob Hope"
BWI,MQ,Envoy Air,5,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,MQ,Envoy Air,5,"Bozeman, MT: Bozeman Yellowstone International"
CHA,MQ,Envoy Air,5,"Chattanooga, TN: Lovell Field"
CHS,MQ,Envoy Air,5,"Charleston, SC: Charleston AFB/International"
CID,MQ,Envoy Air,5,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,MQ,Envoy Air,5,"Cleveland, OH: Cleveland-Hopkins International"
CLL,MQ,Envoy Air,5,"College Station/Bryan, TX: Easterwood Field"
CLT,MQ,Envoy Air,5,"Charlotte, NC: Charlotte Douglas International"
CMH,MQ,Envoy Air,5,"Columbus, OH: John Glenn Columbus International"
CMI,MQ,Envoy Air,5,"Champaign/Urbana, IL: University of Illinois/Willard"
COS,MQ,Envoy Air,5,"Colorado Springs, CO: City of Colorado Springs Municipal"
COU,MQ,Envoy Air,5,"Columbia, MO: Columbia Regional"
